Date,Symbol,Maturity,Strike,Bid Price,Bid Size ,Ask Price,Ask Size ,Undl Price
5/2/2024,SPY,5/13/2024,515,1.09,1638,1.12,1823,505.03
5/2/2024,SPY,5/13/2024,516,0.89,1686,0.91,1464,505.03
5/2/2024,SPY,5/13/2024,517,0.71,1734,0.73,1106,505.03
5/2/2024,SPY,5/13/2024,518,0.56,1792,0.59,1147,505.03
5/2/2024,SPY,5/13/2024,519,0.44,1858,0.46,1589,505.03
5/2/2024,SPY,5/13/2024,520,0.34,1924,0.36,2031,505.03
5/2/2024,SPY,5/13/2024,521,0.26,2761,0.28,2012,505.03
5/2/2024,SPY,5/13/2024,522,0.2,3597,0.21,1992,505.03
5/2/2024,SPY,5/13/2024,523,0.15,4117,0.16,2080,505.03
5/2/2024,SPY,5/13/2024,524,0.1,4322,0.13,2274,505.03
5/2/2024,SPY,5/13/2024,525,0.08,4527,0.09,2468,505.03
5/2/2024,SPY,5/13/2024,526,0.06,4731,0.07,2662,505.03
5/2/2024,SPY,5/13/2024,527,0.04,4936,0.06,2857,505.03
5/2/2024,SPY,5/13/2024,528,0.03,5038,0.05,2954,505.03
5/2/2024,SPY,5/13/2024,529,0.03,5414,0.04,2702,505.03
5/2/2024,SPY,5/13/2024,530,0.02,5791,0.03,2451,505.03
5/2/2024,SPY,5/13/2024,540,0,0,0.02,6505,505.03
5/2/2024,SPY,5/13/2024,550,0,0,0.02,6221,505.03
5/2/2024,SPY,5/14/2024,505,5.25,1493,5.3,1093,505.03
5/2/2024,SPY,5/14/2024,506,4.71,1249,4.76,1120,505.03
5/2/2024,SPY,5/14/2024,507,4.19,1005,4.25,1147,505.03
5/2/2024,SPY,5/14/2024,508,3.72,943,3.76,1150,505.03
5/2/2024,SPY,5/14/2024,509,3.27,1063,3.32,1127,505.03
5/2/2024,SPY,5/14/2024,510,2.86,1183,2.91,1105,505.03
5/2/2024,SPY,5/14/2024,511,2.48,1145,2.53,1235,505.03
5/2/2024,SPY,5/14/2024,512,2.14,1107,2.18,1366,505.03
5/2/2024,SPY,5/14/2024,513,1.83,1134,1.86,1486,505.03
5/2/2024,SPY,5/14/2024,514,1.55,1228,1.58,1596,505.03
5/2/2024,SPY,5/14/2024,515,1.29,1322,1.32,1705,505.03
5/2/2024,SPY,5/14/2024,516,1.07,1419,1.1,1458,505.03
5/2/2024,SPY,5/14/2024,517,0.88,1515,0.9,1210,505.03
5/2/2024,SPY,5/14/2024,518,0.71,1601,0.73,1180,505.03
5/2/2024,SPY,5/14/2024,519,0.57,1676,0.59,1368,505.03
5/2/2024,SPY,5/14/2024,520,0.45,1750,0.47,1555,505.03
5/2/2024,SPY,5/14/2024,521,0.35,2402,0.37,1895,505.03
5/2/2024,SPY,5/14/2024,522,0.27,3054,0.29,2235,505.03
5/2/2024,SPY,5/14/2024,523,0.21,3497,0.23,2495,505.03
5/2/2024,SPY,5/14/2024,524,0.16,3730,0.17,2676,505.03
5/2/2024,SPY,5/14/2024,525,0.13,3964,0.14,2858,505.03
5/2/2024,SPY,5/14/2024,526,0.09,4197,0.1,3039,505.03
5/2/2024,SPY,5/14/2024,527,0.07,4430,0.08,3220,505.03
5/2/2024,SPY,5/14/2024,528,0.05,4547,0.06,3310,505.03
5/2/2024,SPY,5/14/2024,529,0.04,4852,0.05,3074,505.03
5/2/2024,SPY,5/14/2024,530,0.03,5156,0.04,2837,505.03
5/2/2024,SPY,5/15/2024,505,5.76,1595,5.82,1120,505.03
5/2/2024,SPY,5/15/2024,506,5.22,1206,5.27,1171,505.03
5/2/2024,SPY,5/15/2024,507,4.7,816,4.75,1222,505.03
5/2/2024,SPY,5/15/2024,508,4.21,744,4.27,1259,505.03
5/2/2024,SPY,5/15/2024,509,3.76,991,3.8,1282,505.03
5/2/2024,SPY,5/15/2024,510,3.33,1237,3.38,1305,505.03
5/2/2024,SPY,5/15/2024,511,2.94,1227,2.98,1336,505.03
5/2/2024,SPY,5/15/2024,512,2.57,1216,2.62,1368,505.03
5/2/2024,SPY,5/15/2024,513,2.24,1170,2.28,1424,505.03
5/2/2024,SPY,5/15/2024,514,1.94,1088,1.97,1506,505.03
5/2/2024,SPY,5/15/2024,515,1.66,1007,1.69,1588,505.03
5/2/2024,SPY,5/15/2024,516,1.41,1152,1.44,1451,505.03
5/2/2024,SPY,5/15/2024,517,1.19,1297,1.22,1314,505.03
5/2/2024,SPY,5/15/2024,518,0.99,1410,1.02,1212,505.03
5/2/2024,SPY,5/15/2024,520,0.67,1576,0.7,1080,505.03
5/2/2024,SPY,5/15/2024,530,0.06,4522,0.07,3222,505.03
5/2/2024,SPY,5/15/2024,540,0.01,4615,0.03,6095,505.03
5/2/2024,SPY,5/15/2024,550,0,0,0.02,6304,505.03
5/2/2024,SPY,5/15/2024,560,0,0,0.01,7457,505.03
5/2/2024,SPY,5/16/2024,505,6.11,1595,6.17,1120,505.03
5/2/2024,SPY,5/16/2024,506,5.55,1206,5.61,1171,505.03
5/2/2024,SPY,5/16/2024,507,5.02,816,5.08,1222,505.03
5/2/2024,SPY,5/16/2024,508,4.53,744,4.59,1259,505.03
5/2/2024,SPY,5/16/2024,509,4.06,991,4.12,1282,505.03
5/2/2024,SPY,5/16/2024,510,3.62,1237,3.68,1305,505.03
5/2/2024,SPY,5/16/2024,520,0.81,1576,0.84,1080,505.03
5/2/2024,SPY,5/16/2024,530,0.09,4522,0.1,3222,505.03
5/2/2024,SPY,5/16/2024,540,0.01,4627,0.03,6112,505.03
5/2/2024,SPY,5/16/2024,550,0,0,0.02,6322,505.03
5/2/2024,SPY,5/17/2024,505,6.37,1595,6.41,1120,505.03
5/2/2024,SPY,5/17/2024,506,5.81,1206,5.85,1171,505.03
5/2/2024,SPY,5/17/2024,507,5.29,816,5.32,1222,505.03
5/2/2024,SPY,5/17/2024,508,4.78,744,4.81,1259,505.03
5/2/2024,SPY,5/17/2024,509,4.31,991,4.34,1282,505.03
5/2/2024,SPY,5/17/2024,510,3.87,1237,3.9,1305,505.03
5/2/2024,SPY,5/17/2024,511,3.45,1227,3.48,1336,505.03
5/2/2024,SPY,5/17/2024,512,3.06,1216,3.09,1368,505.03
5/2/2024,SPY,5/17/2024,513,2.7,1170,2.73,1424,505.03
5/2/2024,SPY,5/17/2024,514,2.37,1088,2.4,1506,505.03
5/2/2024,SPY,5/17/2024,515,2.07,1007,2.1,1588,505.03
5/2/2024,SPY,5/17/2024,516,1.8,1152,1.82,1451,505.03
5/2/2024,SPY,5/17/2024,517,1.55,1297,1.57,1314,505.03
5/2/2024,SPY,5/17/2024,518,1.32,1410,1.34,1212,505.03
5/2/2024,SPY,5/17/2024,519,1.12,1493,1.14,1146,505.03
5/2/2024,SPY,5/17/2024,520,0.94,1576,0.96,1080,505.03
5/2/2024,SPY,5/17/2024,521,0.79,2044,0.81,1779,505.03
5/2/2024,SPY,5/17/2024,522,0.65,2511,0.67,2478,505.03
5/2/2024,SPY,5/17/2024,523,0.54,2876,0.55,2911,505.03
5/2/2024,SPY,5/17/2024,524,0.44,3138,0.45,3079,505.03
5/2/2024,SPY,5/17/2024,525,0.35,3401,0.37,3247,505.03
5/2/2024,SPY,5/17/2024,526,0.29,3663,0.3,3415,505.03
5/2/2024,SPY,5/17/2024,527,0.24,3925,0.25,3583,505.03
5/2/2024,SPY,5/17/2024,528,0.19,4056,0.2,3667,505.03
5/2/2024,SPY,5/17/2024,529,0.15,4289,0.16,3445,505.03
5/2/2024,SPY,5/17/2024,530,0.13,4522,0.14,3222,505.03
5/2/2024,SPY,5/17/2024,531,0.09,4756,0.1,3000,505.03
5/2/2024,SPY,5/17/2024,532,0.07,4989,0.08,2777,505.03
5/2/2024,SPY,5/17/2024,533,0.06,5222,0.07,2555,505.03
5/2/2024,SPY,5/17/2024,534,0.05,4418,0.06,2137,505.03
5/2/2024,SPY,5/17/2024,535,0.04,3613,0.05,1720,505.03
5/2/2024,SPY,5/17/2024,536,0.04,3370,0.05,2024,505.03
5/2/2024,SPY,5/17/2024,537,0.03,3687,0.04,3050,505.03
5/2/2024,SPY,5/17/2024,538,0.03,4004,0.04,4077,505.03
5/2/2024,SPY,5/17/2024,539,0.02,4322,0.03,5103,505.03
5/2/2024,SPY,5/17/2024,540,0.02,4639,0.03,6129,505.03
5/2/2024,SPY,5/17/2024,545,0.01,7125,0.02,3509,505.03
5/2/2024,SPY,5/17/2024,550,0.01,6169,0.02,6340,505.03
5/2/2024,SPY,5/17/2024,555,0.01,5664,0.02,6656,505.03
5/2/2024,SPY,5/17/2024,560,0.01,2951,0.02,7499,505.03
5/2/2024,SPY,5/17/2024,565,0.01,1879,0.02,8196,505.03
5/2/2024,SPY,5/17/2024,570,0,0,0.01,8339,505.03
5/2/2024,SPY,5/17/2024,575,0,0,0.01,8235,505.03
5/2/2024,SPY,5/17/2024,580,0,0,0.01,8161,505.03
5/2/2024,SPY,5/17/2024,585,0,0,0.01,8055,505.03
5/2/2024,SPY,5/17/2024,590,0,0,0.01,8020,505.03
5/2/2024,SPY,5/17/2024,595,0,0,0.01,8018,505.03
5/2/2024,SPY,5/17/2024,600,0,0,0.01,8016,505.03
5/2/2024,SPY,5/17/2024,605,0,0,0.01,8013,505.03
5/2/2024,SPY,5/17/2024,610,0,0,0.01,8011,505.03
5/2/2024,SPY,5/17/2024,615,0,0,0.01,8009,505.03
5/3/2024,SPY,5/6/2024,512,1.31,346,1.32,2259,511.29
5/3/2024,SPY,5/6/2024,513,0.81,653,0.83,1628,511.29
5/3/2024,SPY,5/6/2024,514,0.48,961,0.49,997,511.29
5/3/2024,SPY,5/6/2024,515,0.26,925,0.27,1099,511.29
5/3/2024,SPY,5/6/2024,516,0.13,888,0.14,1200,511.29
5/3/2024,SPY,5/6/2024,517,0.05,1115,0.06,1434,511.29
5/3/2024,SPY,5/6/2024,518,0.02,1603,0.03,1801,511.29
5/3/2024,SPY,5/6/2024,519,0.01,2091,0.02,2167,511.29
5/3/2024,SPY,5/6/2024,520,0.01,2590,0.02,2298,511.29
5/3/2024,SPY,5/6/2024,525,0,0,0.01,17285,511.29
5/3/2024,SPY,5/6/2024,526,0,0,0.01,13343,511.29
5/3/2024,SPY,5/6/2024,527,0,0,0.01,11558,511.29
5/3/2024,SPY,5/6/2024,528,0,0,0.01,11930,511.29
5/3/2024,SPY,5/6/2024,529,0,0,0.01,12301,511.29
5/3/2024,SPY,5/6/2024,530,0,0,0.01,16697,511.29
5/3/2024,SPY,5/6/2024,535,0,0,0.01,17601,511.29
5/3/2024,SPY,5/6/2024,540,0,0,0.01,30967,511.29
5/3/2024,SPY,5/6/2024,550,0,0,0.01,8682,511.29
5/3/2024,SPY,5/7/2024,512,1.86,482,1.88,1624,511.29
5/3/2024,SPY,5/7/2024,513,1.35,710,1.38,1329,511.29
5/3/2024,SPY,5/7/2024,514,0.94,938,0.96,1034,511.29
5/3/2024,SPY,5/7/2024,515,0.64,876,0.65,1154,511.29
5/3/2024,SPY,5/7/2024,516,0.4,815,0.41,1274,511.29
5/3/2024,SPY,5/7/2024,517,0.25,1037,0.26,1526,511.29
5/3/2024,SPY,5/7/2024,518,0.14,1541,0.15,1910,511.29
5/3/2024,SPY,5/7/2024,519,0.07,2046,0.08,2294,511.29
5/3/2024,SPY,5/7/2024,520,0.04,2282,0.05,2522,511.29
5/3/2024,SPY,5/7/2024,521,0.02,2518,0.03,2749,511.29
5/3/2024,SPY,5/7/2024,522,0.01,2785,0.02,5770,511.29
5/3/2024,SPY,5/7/2024,523,0.01,3083,0.02,11583,511.29
5/3/2024,SPY,5/7/2024,524,0.01,3382,0.02,17396,511.29
5/3/2024,SPY,5/7/2024,525,0.01,3435,0.02,15586,511.29
5/3/2024,SPY,5/7/2024,526,0,0,0.01,13776,511.29
5/3/2024,SPY,5/7/2024,527,0,0,0.01,12515,511.29
5/3/2024,SPY,5/7/2024,528,0,0,0.01,11804,511.29
5/3/2024,SPY,5/7/2024,529,0,0,0.01,11092,511.29
5/3/2024,SPY,5/7/2024,530,0,0,0.01,15070,511.29
5/3/2024,SPY,5/7/2024,535,0,0,0.01,19419,511.29
5/3/2024,SPY,5/7/2024,540,0,0,0.01,24797,511.29
5/3/2024,SPY,5/7/2024,550,0,0,0.01,6981,511.29
5/3/2024,SPY,5/8/2024,512,2.31,619,2.35,990,511.29
5/3/2024,SPY,5/8/2024,513,1.8,767,1.83,1031,511.29
5/3/2024,SPY,5/8/2024,514,1.36,915,1.39,1072,511.29
5/3/2024,SPY,5/8/2024,515,1,828,1.02,1210,511.29
5/3/2024,SPY,5/8/2024,516,0.71,742,0.73,1347,511.29
5/3/2024,SPY,5/8/2024,517,0.49,959,0.51,1617,511.29
5/3/2024,SPY,5/8/2024,518,0.33,1480,0.34,2019,511.29
5/3/2024,SPY,5/8/2024,519,0.21,2000,0.22,2422,511.29
5/3/2024,SPY,5/8/2024,520,0.13,1974,0.14,2746,511.29
5/3/2024,SPY,5/8/2024,521,0.07,1947,0.08,3070,511.29
5/3/2024,SPY,5/8/2024,522,0.04,2229,0.05,5298,511.29
5/3/2024,SPY,5/8/2024,523,0.03,2821,0.04,9432,511.29
5/3/2024,SPY,5/8/2024,524,0.02,3413,0.03,13565,511.29
5/3/2024,SPY,5/8/2024,525,0.01,3015,0.02,13887,511.29
5/3/2024,SPY,5/8/2024,526,0.01,2616,0.02,14209,511.29
5/3/2024,SPY,5/8/2024,527,0.01,3399,0.02,13472,511.29
5/3/2024,SPY,5/8/2024,528,0,0,0.01,11678,511.29
5/3/2024,SPY,5/8/2024,529,0,0,0.01,9884,511.29
5/3/2024,SPY,5/8/2024,530,0,0,0.01,13443,511.29
5/3/2024,SPY,5/8/2024,535,0,0,0.01,21237,511.29
5/3/2024,SPY,5/8/2024,540,0,0,0.01,18628,511.29
5/3/2024,SPY,5/8/2024,550,0,0,0.01,5279,511.29
5/3/2024,SPY,5/9/2024,512,2.81,756,2.84,356,511.29
5/3/2024,SPY,5/9/2024,513,2.28,824,2.31,733,511.29
5/3/2024,SPY,5/9/2024,514,1.81,892,1.84,1110,511.29
5/3/2024,SPY,5/9/2024,515,1.4,780,1.43,1265,511.29
5/3/2024,SPY,5/9/2024,516,1.06,669,1.09,1421,511.29
5/3/2024,SPY,5/9/2024,517,0.79,881,0.81,1708,511.29
5/3/2024,SPY,5/9/2024,518,0.57,1418,0.59,2129,511.29
5/3/2024,SPY,5/9/2024,519,0.4,1955,0.42,2549,511.29
5/3/2024,SPY,5/9/2024,520,0.27,1665,0.29,2969,511.29
5/3/2024,SPY,5/9/2024,521,0.18,1376,0.2,3390,511.29
5/3/2024,SPY,5/9/2024,522,0.12,1674,0.14,4827,511.29
5/3/2024,SPY,5/9/2024,523,0.07,2559,0.08,7280,511.29
5/3/2024,SPY,5/9/2024,524,0.05,3444,0.06,9734,511.29
5/3/2024,SPY,5/9/2024,525,0.03,2594,0.04,12188,511.29
5/3/2024,SPY,5/9/2024,526,0.02,1745,0.03,14641,511.29
5/3/2024,SPY,5/9/2024,527,0.01,2386,0.02,14429,511.29
5/3/2024,SPY,5/9/2024,528,0.01,4517,0.02,11552,511.29
5/3/2024,SPY,5/9/2024,529,0.01,6649,0.02,8675,511.29
5/3/2024,SPY,5/9/2024,530,0.01,5869,0.02,11816,511.29
5/3/2024,SPY,5/9/2024,535,0,0,0.01,23054,511.29
5/3/2024,SPY,5/9/2024,540,0,0,0.01,12459,511.29
5/3/2024,SPY,5/9/2024,550,0,0,0.01,3577,511.29
5/3/2024,SPY,5/10/2024,512,3.22,1152,3.25,1311,511.29
5/3/2024,SPY,5/10/2024,512.5,2.94,1261,2.97,1130,511.29
5/3/2024,SPY,5/10/2024,513,2.68,1370,2.71,949,511.29
5/3/2024,SPY,5/10/2024,514,2.2,1589,2.23,587,511.29
5/3/2024,SPY,5/10/2024,515,1.78,1330,1.79,779,511.29
5/3/2024,SPY,5/10/2024,516,1.41,1072,1.43,971,511.29
5/3/2024,SPY,5/10/2024,517,1.09,1172,1.12,1084,511.29
5/3/2024,SPY,5/10/2024,517.5,0.96,1402,0.98,1101,511.29
5/3/2024,SPY,5/10/2024,518,0.83,1632,0.85,1118,511.29
5/3/2024,SPY,5/10/2024,519,0.62,2091,0.64,1152,511.29
5/3/2024,SPY,5/10/2024,520,0.45,2084,0.47,1185,511.29
5/3/2024,SPY,5/10/2024,521,0.33,2077,0.34,1219,511.29
5/3/2024,SPY,5/10/2024,522,0.23,2155,0.24,1564,511.29
5/3/2024,SPY,5/10/2024,522.5,0.19,2238,0.2,1892,511.29
5/3/2024,SPY,5/10/2024,523,0.16,2320,0.17,2220,511.29
5/3/2024,SPY,5/10/2024,524,0.1,2485,0.12,2877,511.29
5/3/2024,SPY,5/10/2024,525,0.07,3859,0.08,3533,511.29
5/3/2024,SPY,5/10/2024,526,0.05,5232,0.06,4189,511.29
5/3/2024,SPY,5/10/2024,527,0.03,5914,0.04,4082,511.29
5/3/2024,SPY,5/10/2024,527.5,0.03,5908,0.04,3647,511.29
5/3/2024,SPY,5/10/2024,528,0.02,5903,0.03,3212,511.29
5/3/2024,SPY,5/10/2024,529,0.02,5892,0.03,2342,511.29
5/3/2024,SPY,5/10/2024,530,0.01,6444,0.02,1974,511.29
5/3/2024,SPY,5/10/2024,531,0.01,6996,0.02,1605,511.29
5/3/2024,SPY,5/10/2024,532,0.01,7548,0.02,1237,511.29
5/3/2024,SPY,5/10/2024,532.5,0.01,7548,0.02,1237,511.29
5/3/2024,SPY,5/10/2024,533,0.01,7824,0.02,1053,511.29
5/3/2024,SPY,5/10/2024,534,0.01,8376,0.02,684,511.29
5/3/2024,SPY,5/10/2024,535,0.01,7840,0.02,1288,511.29
5/3/2024,SPY,5/10/2024,536,0.01,6217,0.02,2865,511.29
5/3/2024,SPY,5/10/2024,537,0,0,0.01,4442,511.29
5/3/2024,SPY,5/10/2024,538,0,0,0.01,6018,511.29
5/3/2024,SPY,5/10/2024,539,0,0,0.01,7595,511.29
5/3/2024,SPY,5/10/2024,540,0,0,0.01,7717,511.29
5/3/2024,SPY,5/10/2024,545,0,0,0.01,5788,511.29
5/3/2024,SPY,5/10/2024,550,0,0,0.01,7392,511.29
5/3/2024,SPY,5/10/2024,555,0,0,0.01,930,511.29
5/3/2024,SPY,5/10/2024,560,0,0,0.01,1864,511.29
5/3/2024,SPY,5/10/2024,565,0,0,0.01,2805,511.29
5/3/2024,SPY,5/10/2024,570,0,0,0.01,3393,511.29
5/3/2024,SPY,5/10/2024,575,0,0,0.01,3629,511.29
5/3/2024,SPY,5/10/2024,580,0,0,0.01,3793,511.29
5/3/2024,SPY,5/10/2024,585,0,0,0.01,3807,511.29
5/3/2024,SPY,5/10/2024,590,0,0,0.01,3824,511.29
5/3/2024,SPY,5/10/2024,595,0,0,0.01,3848,511.29
5/3/2024,SPY,5/10/2024,600,0,0,0.01,3848,511.29
5/3/2024,SPY,5/13/2024,512,3.63,1313,3.67,1029,511.29
5/3/2024,SPY,5/13/2024,513,3.09,1360,3.13,1008,511.29
5/3/2024,SPY,5/13/2024,514,2.59,1407,2.63,987,511.29
5/3/2024,SPY,5/13/2024,515,2.15,1274,2.19,874,511.29
5/3/2024,SPY,5/13/2024,516,1.76,1142,1.79,761,511.29
5/3/2024,SPY,5/13/2024,517,1.41,1029,1.45,869,511.29
5/3/2024,SPY,5/13/2024,518,1.12,934,1.15,1198,511.29
5/3/2024,SPY,5/13/2024,519,0.87,840,0.9,1527,511.29
5/3/2024,SPY,5/13/2024,520,0.67,1285,0.69,1692,511.29
5/3/2024,SPY,5/13/2024,521,0.51,1730,0.53,1858,511.29
5/3/2024,SPY,5/13/2024,522,0.38,1953,0.4,1706,511.29
5/3/2024,SPY,5/13/2024,523,0.28,1953,0.29,1236,511.29
5/3/2024,SPY,5/13/2024,524,0.2,1953,0.22,767,511.29
5/3/2024,SPY,5/13/2024,525,0.15,2011,0.16,1463,511.29
5/3/2024,SPY,5/13/2024,526,0.1,2069,0.12,2158,511.29
5/3/2024,SPY,5/13/2024,527,0.07,2609,0.08,2317,511.29
5/3/2024,SPY,5/13/2024,528,0.05,3629,0.06,1939,511.29
5/3/2024,SPY,5/13/2024,529,0.04,4650,0.05,1561,511.29
5/3/2024,SPY,5/13/2024,530,0.03,4826,0.04,1768,511.29
5/3/2024,SPY,5/13/2024,540,0,0,0.01,2780,511.29
5/3/2024,SPY,5/13/2024,550,0,0,0.01,4439,511.29
5/3/2024,SPY,5/14/2024,512,4.04,1342,4.08,1068,511.29
5/3/2024,SPY,5/14/2024,513,3.5,1244,3.54,1071,511.29
5/3/2024,SPY,5/14/2024,514,2.99,1145,3.03,1074,511.29
5/3/2024,SPY,5/14/2024,515,2.54,1139,2.57,1006,511.29
5/3/2024,SPY,5/14/2024,516,2.13,1133,2.16,939,511.29
5/3/2024,SPY,5/14/2024,517,1.76,1096,1.79,1020,511.29
5/3/2024,SPY,5/14/2024,518,1.44,1030,1.47,1249,511.29
5/3/2024,SPY,5/14/2024,519,1.16,964,1.19,1479,511.29
5/3/2024,SPY,5/14/2024,520,0.92,1233,0.95,1617,511.29
5/3/2024,SPY,5/14/2024,521,0.72,1503,0.75,1754,511.29
5/3/2024,SPY,5/14/2024,522,0.56,1662,0.59,1644,511.29
5/3/2024,SPY,5/14/2024,523,0.43,1710,0.45,1285,511.29
5/3/2024,SPY,5/14/2024,524,0.33,1758,0.35,926,511.29
5/3/2024,SPY,5/14/2024,525,0.25,1825,0.26,1368,511.29
5/3/2024,SPY,5/14/2024,526,0.18,1891,0.2,1810,511.29
5/3/2024,SPY,5/14/2024,527,0.14,2342,0.15,2021,511.29
5/3/2024,SPY,5/14/2024,528,0.09,3179,0.12,2002,511.29
5/3/2024,SPY,5/14/2024,529,0.07,4015,0.08,1983,511.29
5/3/2024,SPY,5/14/2024,530,0.05,4220,0.06,2177,511.29
5/3/2024,SPY,5/15/2024,512,4.71,1371,4.76,1107,511.29
5/3/2024,SPY,5/15/2024,513,4.16,1127,4.21,1134,511.29
5/3/2024,SPY,5/15/2024,514,3.65,883,3.7,1161,511.29
5/3/2024,SPY,5/15/2024,515,3.18,1003,3.22,1138,511.29
5/3/2024,SPY,5/15/2024,516,2.75,1123,2.78,1116,511.29
5/3/2024,SPY,5/15/2024,517,2.36,1164,2.39,1170,511.29
5/3/2024,SPY,5/15/2024,518,2,1126,2.03,1301,511.29
5/3/2024,SPY,5/15/2024,520,1.4,1181,1.43,1541,511.29
5/3/2024,SPY,5/15/2024,530,0.15,3613,0.16,2586,511.29
5/3/2024,SPY,5/15/2024,540,0.02,5451,0.03,2491,511.29
5/3/2024,SPY,5/15/2024,550,0.01,6272,0.02,4498,511.29
5/3/2024,SPY,5/15/2024,560,0,0,0.01,6965,511.29
5/3/2024,SPY,5/16/2024,512,5.1,1400,5.15,1146,511.29
5/3/2024,SPY,5/16/2024,513,4.55,1011,4.59,1197,511.29
5/3/2024,SPY,5/16/2024,514,4.02,621,4.07,1248,511.29
5/3/2024,SPY,5/16/2024,515,3.54,868,3.58,1271,511.29
5/3/2024,SPY,5/16/2024,516,3.09,1114,3.13,1293,511.29
5/3/2024,SPY,5/16/2024,517,2.68,1232,2.72,1320,511.29
5/3/2024,SPY,5/16/2024,518,2.31,1221,2.34,1352,511.29
5/3/2024,SPY,5/16/2024,519,1.96,1211,2,1384,511.29
5/3/2024,SPY,5/16/2024,520,1.66,1129,1.7,1465,511.29
5/3/2024,SPY,5/16/2024,521,1.4,1048,1.43,1547,511.29
5/3/2024,SPY,5/16/2024,522,1.16,1079,1.19,1519,511.29
5/3/2024,SPY,5/16/2024,523,0.96,1224,0.99,1382,511.29
5/3/2024,SPY,5/16/2024,524,0.78,1369,0.81,1245,511.29
5/3/2024,SPY,5/16/2024,525,0.64,1452,0.66,1179,511.29
5/3/2024,SPY,5/16/2024,530,0.21,3007,0.23,2995,511.29
5/3/2024,SPY,5/16/2024,540,0.03,4820,0.04,2346,511.29
5/3/2024,SPY,5/16/2024,550,0.01,6313,0.02,4527,511.29
5/3/2024,SPY,5/17/2024,512,5.39,1400,5.42,1146,511.29
5/3/2024,SPY,5/17/2024,513,4.83,1011,4.86,1197,511.29
5/3/2024,SPY,5/17/2024,514,4.3,621,4.33,1248,511.29
5/3/2024,SPY,5/17/2024,515,3.81,868,3.84,1271,511.29
5/3/2024,SPY,5/17/2024,516,3.36,1114,3.39,1293,511.29
5/3/2024,SPY,5/17/2024,517,2.93,1232,2.96,1320,511.29
5/3/2024,SPY,5/17/2024,518,2.55,1221,2.58,1352,511.29
5/3/2024,SPY,5/17/2024,519,2.19,1211,2.22,1384,511.29
5/3/2024,SPY,5/17/2024,520,1.88,1129,1.91,1465,511.29
5/3/2024,SPY,5/17/2024,521,1.6,1048,1.62,1547,511.29
5/3/2024,SPY,5/17/2024,522,1.36,1079,1.37,1519,511.29
5/3/2024,SPY,5/17/2024,523,1.12,1224,1.15,1382,511.29
5/3/2024,SPY,5/17/2024,524,0.93,1369,0.95,1245,511.29
5/3/2024,SPY,5/17/2024,525,0.77,1452,0.79,1179,511.29
5/3/2024,SPY,5/17/2024,526,0.63,1535,0.65,1113,511.29
5/3/2024,SPY,5/17/2024,527,0.51,1810,0.53,1429,511.29
5/3/2024,SPY,5/17/2024,528,0.42,2277,0.43,2128,511.29
5/3/2024,SPY,5/17/2024,529,0.34,2745,0.35,2827,511.29
5/3/2024,SPY,5/17/2024,530,0.27,3007,0.29,2995,511.29
5/3/2024,SPY,5/17/2024,531,0.22,3269,0.23,3163,511.29
5/3/2024,SPY,5/17/2024,532,0.18,3532,0.19,3331,511.29
5/3/2024,SPY,5/17/2024,533,0.14,3663,0.15,3415,511.29
5/3/2024,SPY,5/17/2024,534,0.12,3925,0.13,3583,511.29
5/3/2024,SPY,5/17/2024,535,0.09,4173,0.1,3556,511.29
5/3/2024,SPY,5/17/2024,536,0.07,4406,0.08,3333,511.29
5/3/2024,SPY,5/17/2024,537,0.06,4639,0.07,3111,511.29
5/3/2024,SPY,5/17/2024,538,0.05,4872,0.06,2889,511.29
5/3/2024,SPY,5/17/2024,539,0.04,5105,0.05,2666,511.29
5/3/2024,SPY,5/17/2024,540,0.04,4820,0.05,2346,511.29
5/3/2024,SPY,5/17/2024,545,0.02,4155,0.03,4578,511.29
5/3/2024,SPY,5/17/2024,550,0.01,6331,0.02,4540,511.29
5/3/2024,SPY,5/17/2024,555,0.01,6640,0.02,5849,511.29
5/3/2024,SPY,5/17/2024,560,0.01,5418,0.02,7030,511.29
5/3/2024,SPY,5/17/2024,565,0.01,5991,0.02,6047,511.29
5/3/2024,SPY,5/17/2024,570,0,0,0.01,8023,511.29
5/3/2024,SPY,5/17/2024,575,0,0,0.01,8269,511.29
5/3/2024,SPY,5/17/2024,580,0,0,0.01,8261,511.29
5/3/2024,SPY,5/17/2024,585,0,0,0.01,8170,511.29
5/3/2024,SPY,5/17/2024,590,0,0,0.01,8088,511.29
5/3/2024,SPY,5/17/2024,595,0,0,0.01,7998,511.29
5/3/2024,SPY,5/17/2024,600,0,0,0.01,7996,511.29
5/3/2024,SPY,5/17/2024,605,0,0,0.01,7994,511.29
5/3/2024,SPY,5/17/2024,610,0,0,0.01,7992,511.29
5/3/2024,SPY,5/17/2024,615,0,0,0.01,7989,511.29
5/6/2024,SPY,5/7/2024,517,0.79,33,0.8,1106,516.57
5/6/2024,SPY,5/7/2024,518,0.44,74,0.45,2133,516.57
5/6/2024,SPY,5/7/2024,519,0.21,114,0.22,3160,516.57
5/6/2024,SPY,5/7/2024,520,0.09,843,0.1,3463,516.57
5/6/2024,SPY,5/7/2024,521,0.04,1571,0.05,3766,516.57
5/6/2024,SPY,5/7/2024,522,0.02,2202,0.03,5001,516.57
5/6/2024,SPY,5/7/2024,523,0.01,2469,0.02,6086,516.57
